ID,Date,Open,High,Low,Close,Volume
355,2023-05-23,99000.0,99000.0,97000.0,97900.0,2472514
356,2023-05-24,97400.0,97800.0,96300.0,97700.0,2097933
357,2023-05-25,104300.0,104300.0,101100.0,103500.0,7431586
358,2023-05-26,107500.0,110500.0,106100.0,109200.0,10136706
359,2023-05-30,113200.0,113400.0,109500.0,110300.0,9058509
360,2023-05-31,110000.0,110900.0,108500.0,108600.0,8166685
361,2023-06-01,106000.0,110500.0,106000.0,110300.0,5553560
362,2023-06-02,111000.0,112700.0,109200.0,110300.0,3991904
363,2023-06-05,110100.0,110500.0,108500.0,108700.0,3316020
364,2023-06-07,108700.0,109300.0,108000.0,108000.0,3313460
365,2023-06-08,107000.0,109700.0,106700.0,109700.0,4355468
366,2023-06-09,110300.0,115600.0,108300.0,115400.0,7950947
367,2023-06-12,114400.0,115800.0,114000.0,114800.0,2637721
368,2023-06-13,117000.0,120100.0,117000.0,119500.0,6232477
369,2023-06-14,118800.0,119700.0,118100.0,118800.0,3240260
370,2023-06-15,120200.0,121100.0,118000.0,119000.0,3778592
371,2023-06-16,117300.0,119800.0,116300.0,118900.0,4303391
372,2023-06-19,118000.0,118500.0,113500.0,114800.0,4208396
373,2023-06-20,114000.0,117000.0,113200.0,116100.0,3319570
374,2023-06-21,116200.0,117500.0,114600.0,115100.0,2728146
375,2023-06-22,114200.0,115900.0,113400.0,114000.0,2612402
376,2023-06-23,114000.0,115200.0,112500.0,113600.0,2987472
377,2023-06-26,113100.0,113900.0,111200.0,113500.0,3350758
378,2023-06-27,114000.0,114000.0,110800.0,113000.0,3602087
379,2023-06-28,114200.0,115200.0,112800.0,114300.0,3178571
380,2023-06-29,115200.0,117400.0,114500.0,116200.0,4398301
381,2023-06-30,114600.0,115500.0,113200.0,115200.0,2674318
382,2023-07-03,115300.0,118900.0,115300.0,117600.0,3022009
383,2023-07-04,118200.0,118400.0,117200.0,117900.0,1988592
384,2023-07-05,118100.0,118200.0,116100.0,116700.0,2483034
385,2023-07-06,116000.0,116100.0,113100.0,113800.0,3465047
386,2023-07-07,112700.0,113000.0,111200.0,111800.0,2781723
387,2023-07-10,111800.0,112900.0,109700.0,110300.0,3163245
388,2023-07-11,111500.0,113400.0,111200.0,113400.0,2209391
389,2023-07-12,113200.0,115400.0,112800.0,115400.0,2228477
390,2023-07-13,115400.0,117000.0,113600.0,114100.0,3421492
391,2023-07-14,115500.0,120200.0,115300.0,118000.0,5817889
392,2023-07-17,116900.0,118700.0,116000.0,117200.0,2427281
393,2023-07-18,117500.0,119000.0,116700.0,117800.0,2299880
394,2023-07-19,118700.0,119100.0,116700.0,117500.0,2580301
395,2023-07-20,116500.0,117500.0,115200.0,116900.0,1949776
